0	-3.089232776	-0.087266463	0.7696902	1.506219144	-1.6109389	-2.504547477	0	0	0	0	0	0	0	0	0	0	0	0
0.05	-3.089232776	-0.087266463	0.7696902	1.506219144	-1.6109389	-2.504547477	0	0	0	0	0	0	-0.891763889	0.162138889	0	-6.859722223	1.247222222	0
0.1	-3.089232776	-0.087266463	0.7696902	1.506219144	-1.6109389	-2.504547477	0	0	0	0	0	0	-1.783527778	0.324277778	0	-13.71944445	2.494444445	0
0.15	-3.089232776	-0.087266463	0.7696902	1.506219144	-1.6109389	-2.504547477	0	0	0	0	0	0	-2.675291667	0.486416667	0	-20.57916667	3.741666667	0
0.2	-3.089232776	-0.087266463	0.7696902	1.506219144	-1.6109389	-2.504547477	0	0	0	0	0	0	-4.334097222	1.359472222	0	-25.56805556	8.730555555	0
0.25	-3.089232776	-0.087266463	0.7696902	1.506219144	-1.6109389	-2.504547477	0	0	0	0	0	0	-5.992902778	2.232527778	0	-30.55694444	13.71944444	0
0.3	-3.089232776	-0.087266463	0.7696902	1.506219144	-1.6109389	-2.504547477	0	0	0	0	0	0	-7.651708333	3.105583333	0	-35.54583333	18.70833333	0
0.35	-3.089232776	-0.087266463	0.7696902	1.506219144	-1.6109389	-2.504547477	0	0	0	0	0	0	-9.192027779	3.916277777	0	-35.54583333	18.70833333	0
0.4	-3.089232776	-0.087266463	0.7696902	1.506219144	-1.6109389	-2.504547477	0	0	0	0	0	0	-10.73234722	4.726972222	0	-35.54583333	18.70833333	0
0.45	-3.089232776	-0.087266463	0.7696902	1.506219144	-1.6109389	-2.504547477	0	0	0	0	0	0	-12.27266667	5.537666666	0	-35.54583333	18.70833333	0
0.5	-3.089232776	-0.087266463	0.7696902	1.506219144	-1.6109389	-2.504547477	0	0	0	0	0	0	-13.81298611	5.456597222	0	-35.54583333	11.84861111	0
0.55	-3.089232776	-0.087266463	0.7696902	1.506219144	-1.6109389	-2.504547477	0	0	0	0	0	0	-15.35330556	5.375527777	0	-35.54583333	4.988888888	0
0.6	-3.089232776	-0.087266463	0.7696902	1.506219144	-1.6109389	-2.504547477	0	0	0	0	0	0	-16.893625	5.294458333	0	-35.54583333	-1.870833333	0
0.65	-3.089232776	-0.087266463	0.7696902	1.506219144	-1.6109389	-2.504547477	0	0	0	0	0	0	-18.98895833	5.294458333	0	-38.66388889	-1.247222222	0
0.7	-3.089232776	-0.087266463	0.7696902	1.506219144	-1.6109389	-2.504547477	0	0	0	0	0	0	-21.08429167	5.294458333	0	-41.78194444	-0.623611111	0
0.75	-3.089232776	-0.087266463	0.7696902	1.506219144	-1.6109389	-2.504547477	0	0	0	0	0	0	-23.179625	5.294458333	0	-44.9	0	0
0.8	-3.089232776	-0.087266463	0.7696902	1.506219144	-1.6109389	-2.504547477	0	0	0	0	0	0	-23.99031944	5.456597222	0	-36.16944444	1.247222222	0
0.85	-3.089232776	-0.087266463	0.7696902	1.506219144	-1.6109389	-2.504547477	0	0	0	0	0	0	-24.80101389	5.61873611	0	-27.43888889	2.494444445	0
0.9	-3.089232776	-0.087266463	0.7696902	1.506219144	-1.6109389	-2.504547477	0	0	0	0	0	0	-25.61170833	5.780874999	0	-18.70833333	3.741666667	0
0.95	-3.089232776	-0.087266463	0.7696902	1.506219144	-1.6109389	-2.504547477	0	0	0	0	0	0	-27.61973611	6.130097221	0	-26.81527778	4.988888889	0
1	-3.089232776	-0.087266463	0.7696902	1.506219144	-1.6109389	-2.504547477	0	0	0	0	0	0	-29.62776389	6.479319444	0	-34.92222222	6.236111111	0
1.05	-3.089232776	-0.087266463	0.7696902	1.506219144	-1.6109389	-2.504547477	0	0	0	0	0	0	-31.63579167	6.828541666	0	-43.02916667	7.483333333	0
1.1	-3.089232776	-0.087266463	0.7696902	1.506219144	-1.6109389	-2.504547477	0	0	0	0	0	0	-34.31108334	7.477097222	0	-49.26527778	9.977777779	0
1.15	-3.089232776	-0.087266463	0.7696902	1.506219144	-1.6109389	-2.504547477	0	0	0	0	0	0	-36.986375	8.125652777	0	-55.50138889	12.47222222	0
1.2	-3.089232776	-0.087266463	0.7696902	1.506219144	-1.6109389	-2.504547477	0	0	0	0	0	0	-39.66166667	8.774208333	0	-61.7375	14.96666667	0
1.25	-3.089232776	-0.087266463	0.7696902	1.506219144	-1.6109389	-2.504547477	0	0	0	0	0	0	-42.58016667	9.503833332	0	-63.60833333	15.59027778	0
1.3	-3.089232776	-0.087266463	0.7696902	1.506219144	-1.6109389	-2.504547477	0	0	0	0	0	0	-45.49866667	10.23345833	0	-65.47916667	16.21388889	0
