time,Robot_ImpactVel_1,Robot_ImpactVel_2,Robot_ImpactVel_3,Robot_ImpactVel_4,Robot_ImpactVel_5,Robot_ImpactVel_6,Robot_ImpactVel_7,EE_ImpactVel_0,EE_ImpactVel_1,EE_ImpactVel_2,EE_ImpactVel_3,EE_ImpactVel_4,EE_ImpactVel_5,EE_ImpactVel_6,EE_ImpactVel_7,EE_ImpactVel_8,EE_ImpactVel_9,EE_ImpactVel_10,EE_ImpactVel_11,EE_ImpactVel_12,EE_ImpactVel_13,EE_ImpactVel_14,EE_ImpactVel_15,EE_ImpactVel_16,EE_ImpactVel_17,EE_ImpactVel_18,EE_ImpactVel_19,Robot_CRI_1,Robot_CRI_2,Robot_CRI_3,Robot_CRI_4,Robot_CRI_5,Robot_CRI_6,Robot_CRI_7,EE_CRI_0,EE_CRI_1,EE_CRI_2,EE_CRI_3,EE_CRI_4,EE_CRI_5,EE_CRI_6,EE_CRI_7,EE_CRI_8,EE_CRI_9,EE_CRI_10,EE_CRI_11,EE_CRI_12,EE_CRI_13,EE_CRI_14,EE_CRI_15,EE_CRI_16,EE_CRI_17,EE_CRI_18,EE_CRI_19,Robot_modi_velocity_percentage1,Robot_modi_velocity_percentage2,Robot_modi_velocity_percentage3,Robot_modi_velocity_percentage4,Robot_modi_velocity_percentage5,Robot_modi_velocity_percentage6,Robot_modi_velocity_percentage7,EE_modi_velocity_percentage0,EE_modi_velocity_percentage1,EE_modi_velocity_percentage2,EE_modi_velocity_percentage3,EE_modi_velocity_percentage4,EE_modi_velocity_percentage5,EE_modi_velocity_percentage6,EE_modi_velocity_percentage7,EE_modi_velocity_percentage8,EE_modi_velocity_percentage9,EE_modi_velocity_percentage10,EE_modi_velocity_percentage11,EE_modi_velocity_percentage12,EE_modi_velocity_percentage13,EE_modi_velocity_percentage14,EE_modi_velocity_percentage15,EE_modi_velocity_percentage16,EE_modi_velocity_percentage17,EE_modi_velocity_percentage18,EE_modi_velocity_percentage19,Robot_PFLFlag_1,Robot_PFLFlag_2,Robot_PFLFlag_3,Robot_PFLFlag_4,Robot_PFLFlag_5,Robot_PFLFlag_6,Robot_PFLFlag_7,EE_PFLFlag_0,EE_PFLFlag_1,EE_PFLFlag_2,EE_PFLFlag_3,EE_PFLFlag_4,EE_PFLFlag_5,EE_PFLFlag_6,EE_PFLFlag_7,EE_PFLFlag_8,EE_PFLFlag_9,EE_PFLFlag_10,EE_PFLFlag_11,EE_PFLFlag_12,EE_PFLFlag_13,EE_PFLFlag_14,EE_PFLFlag_15,EE_PFLFlag_16,EE_PFLFlag_17,EE_PFLFlag_18,EE_PFLFlag_19,max_ImpactVel,max_CRI,max_modi_velocity_percentage
1.000000,0.000000,66.413229,52.180207,39.783982,115.194892,96.228490,149.604431,151.348608,151.375352,151.320811,151.369542,150.127916,150.159140,150.144389,150.112057,150.378149,150.372871,150.345355,150.342758,151.058491,151.023046,151.025653,151.053211,151.210510,151.169257,150.190852,150.206536,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.654914,0.000000,0.458491,0.000000,0.766555,0.000000,0.467557,0.514688,0.527607,0.532533,0.304057,0.479931,0.483214,0.495942,0.406543,0.491774,0.434082,0.462960,0.511445,0.335575,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,205.849687,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,151.375352,0.766555,205.849687,
1.100000,0.000000,42.683984,33.219538,25.176850,74.524134,62.334638,96.636841,97.846443,97.865011,97.827572,97.861486,97.000052,97.021739,97.012308,96.989702,97.174765,97.171136,97.151807,97.149921,97.646485,97.621613,97.623505,97.642855,97.751773,97.723040,97.044638,97.055652,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.592523,0.000000,0.428953,0.000000,0.659263,0.000000,0.386399,0.465606,0.469353,0.472689,0.258452,0.441222,0.446052,0.442854,0.335422,0.452509,0.382616,0.433067,0.463352,0.278428,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,97.865011,0.659263,300.000000,
1.200000,0.000000,18.954739,14.673259,11.082517,33.216725,27.803830,43.035739,43.595179,43.603791,43.586549,43.602283,43.203753,43.213810,43.209643,43.199125,43.284867,43.283194,43.274178,43.273282,43.503018,43.491424,43.492321,43.501345,43.551676,43.538348,43.224609,43.229746,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.429392,0.000000,0.323819,0.000000,0.454818,0.000000,0.266864,0.336341,0.329649,0.336288,0.160776,0.314913,0.322856,0.330146,0.241351,0.338436,0.266182,0.330398,0.334442,0.202232,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,43.603791,0.454818,300.000000,
1.300000,0.000000,1.808265,10.197230,11.966365,10.780431,9.613126,10.098711,10.062840,10.042730,10.050174,10.029281,10.094123,10.073684,10.052187,10.071937,10.036175,10.036594,10.054036,10.058728,10.018947,10.041489,10.036800,10.019368,10.020811,10.031585,10.056667,10.046530,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.178648,0.000000,0.164402,0.000000,0.149188,0.000000,0.123254,0.143545,0.063657,0.156615,0.126772,0.147867,0.115144,0.125440,0.161717,0.154363,0.135544,0.158321,0.159825,0.109564,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.966365,0.178648,300.000000,
1.400000,0.000000,10.795324,60.836029,71.422108,64.541162,57.607961,60.522718,60.313193,60.195246,60.237904,60.115379,60.496015,60.376125,60.248479,60.364267,60.154027,60.156331,60.258620,60.286303,60.053361,60.185566,60.157904,60.055670,60.064372,60.127552,60.274124,60.214661,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.494598,0.000000,0.452277,0.000000,0.398711,0.000000,0.339100,0.372324,0.152533,0.428538,0.345940,0.376788,0.325534,0.301602,0.439559,0.425772,0.356097,0.433690,0.434662,0.315178,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,71.422108,0.494598,300.000000,
1.500000,0.000000,19.782383,111.314944,130.812192,119.082821,106.540588,111.950480,111.586814,111.380348,111.450358,111.235933,111.904406,111.694504,111.463761,111.666210,111.295793,111.299086,111.478116,111.527332,111.120981,111.352366,111.303193,111.124282,111.140527,111.251084,111.505668,111.401547,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.636527,0.000000,0.583991,0.000000,0.505562,0.000000,0.437269,0.461430,0.225003,0.517354,0.435438,0.452941,0.414544,0.396423,0.545715,0.533771,0.428574,0.546908,0.528185,0.410533,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,130.812192,0.636527,300.000000,
1.600000,0.000000,28.769441,161.573715,190.111783,175.054987,157.208164,165.226367,164.742955,164.466161,164.548263,164.260883,165.165152,164.883657,164.555852,164.826672,164.323512,164.326056,164.566019,164.633912,164.091252,164.401379,164.333555,164.093803,164.117802,164.265986,164.604336,164.464658,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.717614,0.000000,0.658415,0.000000,0.563269,0.000000,0.474079,0.507123,0.240437,0.512152,0.461718,0.483667,0.441542,0.459852,0.592067,0.579330,0.454627,0.597170,0.534267,0.446005,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,271.234467,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,190.111783,0.717614,271.234467,
1.700000,0.000000,37.756500,211.682726,249.349827,233.107428,210.436828,221.210809,220.654465,220.336167,220.406463,220.076046,221.138800,220.814908,220.399924,220.710154,220.116790,220.115869,220.391733,220.473747,219.850549,220.207071,220.125155,219.849627,219.880979,220.051467,220.439454,220.278633,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.334508,0.794173,0.000000,0.731014,0.000000,0.614009,0.000000,0.496102,0.541693,0.234910,0.507085,0.476267,0.507598,0.466178,0.528680,0.632190,0.619486,0.480039,0.639179,0.505879,0.459121,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,197.823076,300.000000,273.697894,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,249.349827,0.794173,197.823076,
1.800000,0.000000,46.199055,258.856629,305.040716,290.446428,263.955973,277.488963,276.921406,276.606643,276.631270,276.304398,277.409650,277.089009,276.607584,276.912163,276.295535,276.287440,276.560143,276.648614,276.027394,276.379845,276.291504,276.019287,276.055789,276.224827,276.615675,276.456246,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.356414,0.852732,0.000000,0.795904,0.000000,0.661836,0.000000,0.504669,0.565434,0.200463,0.528138,0.481531,0.523038,0.499007,0.595635,0.661152,0.656365,0.000000,0.674445,0.523699,0.462700,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,160.770092,300.000000,210.454090,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,305.040716,0.852732,160.770092,
1.900000,0.000000,37.211996,208.734702,245.798206,238.064274,217.787089,228.931098,228.556387,228.365830,228.334858,228.136664,228.870691,228.676224,228.311932,228.494090,228.088348,228.076089,228.241125,228.302240,227.915877,228.129209,228.068201,227.903599,227.930121,228.033138,228.284504,228.187562,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.313413,0.767387,0.000000,0.741424,0.000000,0.602783,0.000000,0.461709,0.524700,0.116216,0.496367,0.448438,0.495501,0.476384,0.588776,0.605537,0.629046,0.478928,0.640591,0.489487,0.430690,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,208.925894,300.000000,251.275182,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,245.798206,0.767387,208.925894,
