time,Robot_ImpactVel_1,Robot_ImpactVel_2,Robot_ImpactVel_3,Robot_ImpactVel_4,Robot_ImpactVel_5,Robot_ImpactVel_6,Robot_ImpactVel_7,EE_ImpactVel_0,EE_ImpactVel_1,EE_ImpactVel_2,EE_ImpactVel_3,EE_ImpactVel_4,EE_ImpactVel_5,EE_ImpactVel_6,EE_ImpactVel_7,EE_ImpactVel_8,EE_ImpactVel_9,EE_ImpactVel_10,EE_ImpactVel_11,EE_ImpactVel_12,EE_ImpactVel_13,EE_ImpactVel_14,EE_ImpactVel_15,EE_ImpactVel_16,EE_ImpactVel_17,EE_ImpactVel_18,EE_ImpactVel_19,Robot_CRI_1,Robot_CRI_2,Robot_CRI_3,Robot_CRI_4,Robot_CRI_5,Robot_CRI_6,Robot_CRI_7,EE_CRI_0,EE_CRI_1,EE_CRI_2,EE_CRI_3,EE_CRI_4,EE_CRI_5,EE_CRI_6,EE_CRI_7,EE_CRI_8,EE_CRI_9,EE_CRI_10,EE_CRI_11,EE_CRI_12,EE_CRI_13,EE_CRI_14,EE_CRI_15,EE_CRI_16,EE_CRI_17,EE_CRI_18,EE_CRI_19,Robot_modi_velocity_percentage1,Robot_modi_velocity_percentage2,Robot_modi_velocity_percentage3,Robot_modi_velocity_percentage4,Robot_modi_velocity_percentage5,Robot_modi_velocity_percentage6,Robot_modi_velocity_percentage7,EE_modi_velocity_percentage0,EE_modi_velocity_percentage1,EE_modi_velocity_percentage2,EE_modi_velocity_percentage3,EE_modi_velocity_percentage4,EE_modi_velocity_percentage5,EE_modi_velocity_percentage6,EE_modi_velocity_percentage7,EE_modi_velocity_percentage8,EE_modi_velocity_percentage9,EE_modi_velocity_percentage10,EE_modi_velocity_percentage11,EE_modi_velocity_percentage12,EE_modi_velocity_percentage13,EE_modi_velocity_percentage14,EE_modi_velocity_percentage15,EE_modi_velocity_percentage16,EE_modi_velocity_percentage17,EE_modi_velocity_percentage18,EE_modi_velocity_percentage19,Robot_PFLFlag_1,Robot_PFLFlag_2,Robot_PFLFlag_3,Robot_PFLFlag_4,Robot_PFLFlag_5,Robot_PFLFlag_6,Robot_PFLFlag_7,EE_PFLFlag_0,EE_PFLFlag_1,EE_PFLFlag_2,EE_PFLFlag_3,EE_PFLFlag_4,EE_PFLFlag_5,EE_PFLFlag_6,EE_PFLFlag_7,EE_PFLFlag_8,EE_PFLFlag_9,EE_PFLFlag_10,EE_PFLFlag_11,EE_PFLFlag_12,EE_PFLFlag_13,EE_PFLFlag_14,EE_PFLFlag_15,EE_PFLFlag_16,EE_PFLFlag_17,EE_PFLFlag_18,EE_PFLFlag_19,max_ImpactVel,max_CRI,max_modi_velocity_percentage
1.000000,0.000000,66.413229,52.180207,39.783982,115.194892,96.228490,149.604431,151.348608,151.375352,151.320811,151.369542,150.127916,150.159140,150.144389,150.112057,150.378149,150.372871,150.345355,150.342758,151.058491,151.023046,151.025653,151.053211,151.210510,151.169257,150.190852,150.206536,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.982371,0.000000,0.687737,0.000000,1.149832,0.000000,0.701336,0.772033,0.791410,0.798799,0.456085,0.719897,0.724822,0.743914,0.609815,0.737661,0.651123,0.694440,0.767167,0.503363,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,106.480756,300.000000,300.000000,300.000000,66.860281,300.000000,291.916418,279.497880,208.258524,208.302028,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,286.384534,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,151.375352,1.149832,66.860281,
1.100000,0.000000,42.683984,33.219538,25.176850,74.524134,62.334638,96.636841,97.846443,97.865011,97.827572,97.861486,97.000052,97.021739,97.012308,96.989702,97.174765,97.171136,97.151807,97.149921,97.646485,97.621613,97.623505,97.642855,97.751773,97.723040,97.044638,97.055652,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.888784,0.000000,0.643429,0.000000,0.988894,0.000000,0.579598,0.698409,0.704030,0.709033,0.387678,0.661834,0.669078,0.664281,0.503132,0.678764,0.573924,0.649600,0.695028,0.417642,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,166.691330,300.000000,300.000000,300.000000,103.436193,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,97.865011,0.988894,103.436193,
1.200000,0.000000,18.954739,14.673259,11.082517,33.216725,27.803830,43.035739,43.595179,43.603791,43.586549,43.602283,43.203753,43.213810,43.209643,43.199125,43.284867,43.283194,43.274178,43.273282,43.503018,43.491424,43.492321,43.501345,43.551676,43.538348,43.224609,43.229746,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.644087,0.000000,0.485729,0.000000,0.682227,0.000000,0.400296,0.504512,0.494474,0.504432,0.241163,0.472370,0.484284,0.495219,0.362027,0.507655,0.399273,0.495597,0.501662,0.303348,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,232.161933,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,43.603791,0.682227,232.161933,
1.300000,0.000000,1.808265,10.197230,11.966365,10.780431,9.613126,10.098711,10.062840,10.042730,10.050174,10.029281,10.094123,10.073684,10.052187,10.071937,10.036175,10.036594,10.054036,10.058728,10.018947,10.041489,10.036800,10.019368,10.020811,10.031585,10.056667,10.046530,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.267973,0.000000,0.246603,0.000000,0.223782,0.000000,0.184882,0.215317,0.095485,0.234922,0.190158,0.221800,0.172716,0.188160,0.242576,0.231544,0.203315,0.237482,0.239738,0.164346,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.966365,0.267973,300.000000,
1.400000,0.000000,10.795324,60.836029,71.422108,64.541162,57.607961,60.522718,60.313193,60.195246,60.237904,60.115379,60.496015,60.376125,60.248479,60.364267,60.154027,60.156331,60.258620,60.286303,60.053361,60.185566,60.157904,60.055670,60.064372,60.127552,60.274124,60.214661,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.741897,0.000000,0.678415,0.000000,0.598066,0.000000,0.508650,0.558486,0.228800,0.642807,0.518910,0.565182,0.488301,0.452403,0.659339,0.638658,0.534145,0.650535,0.651993,0.472766,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,215.761104,300.000000,292.408742,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,71.422108,0.741897,215.761104,
1.500000,0.000000,19.782383,111.314944,130.812192,119.082821,106.540588,111.950480,111.586814,111.380348,111.450358,111.235933,111.904406,111.694504,111.463761,111.666210,111.295793,111.299086,111.478116,111.527332,111.120981,111.352366,111.303193,111.124282,111.140527,111.251084,111.505668,111.401547,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.954790,0.000000,0.875987,0.000000,0.758343,0.000000,0.655904,0.692146,0.337505,0.776031,0.653157,0.679412,0.621816,0.594635,0.818572,0.800657,0.642861,0.820362,0.792278,0.615799,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,116.645560,300.000000,156.209525,300.000000,225.593646,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,218.233198,261.168537,300.000000,217.705015,260.725593,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,130.812192,0.954790,116.645560,
1.600000,0.000000,28.769441,161.573715,190.111783,175.054987,157.208164,165.226367,164.742955,164.466161,164.548263,164.260883,165.165152,164.883657,164.555852,164.826672,164.323512,164.326056,164.566019,164.633912,164.091252,164.401379,164.333555,164.093803,164.117802,164.265986,164.604336,164.464658,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.076421,0.000000,0.987623,0.000000,0.844903,0.000000,0.711119,0.760685,0.360656,0.768228,0.692576,0.725501,0.662312,0.689778,0.888100,0.868996,0.681940,0.895756,0.801401,0.669008,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,79.446755,300.000000,103.952074,300.000000,158.179844,300.000000,300.000000,270.088454,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,153.448365,178.821522,300.000000,151.061158,246.570461,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,190.111783,1.076421,79.446755,
1.700000,0.000000,37.756500,211.682726,249.349827,233.107428,210.436828,221.210809,220.654465,220.336167,220.406463,220.076046,221.138800,220.814908,220.399924,220.710154,220.116790,220.115869,220.391733,220.473747,219.850549,220.207071,220.125155,219.849627,219.880979,220.051467,220.439454,220.278633,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501762,1.191259,0.000000,1.096520,0.000000,0.921014,0.000000,0.744153,0.812540,0.352366,0.760627,0.714401,0.761397,0.699267,0.793020,0.948284,0.929229,0.720058,0.958769,0.758819,0.688682,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,60.593040,300.000000,76.102740,300.000000,124.997685,300.000000,290.618837,217.426134,300.000000,287.431033,300.000000,278.785998,300.000000,261.119469,120.459402,134.897411,300.000000,117.229019,280.665098,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,249.349827,1.191259,60.593040,
1.800000,0.000000,46.199055,258.856629,305.040716,290.446428,263.955973,277.488963,276.921406,276.606643,276.631270,276.304398,277.409650,277.089009,276.607584,276.912163,276.295535,276.287440,276.560143,276.648614,276.027394,276.379845,276.291504,276.019287,276.055789,276.224827,276.615675,276.456246,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.534621,1.279098,0.000000,1.193856,0.000000,0.992754,0.000000,0.757003,0.848152,0.300695,0.792206,0.722297,0.784557,0.748511,0.893453,0.991729,0.984547,0.000000,1.011668,0.785548,0.694051,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,281.325755,51.113518,300.000000,59.823481,300.000000,102.068235,300.000000,270.154942,189.344634,300.000000,240.468947,300.000000,238.128238,259.827521,157.939055,102.956548,106.417262,300.000000,95.685555,237.312017,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,305.040716,1.279098,51.113518,
1.900000,0.000000,37.211996,208.734702,245.798206,238.064274,217.787089,228.931098,228.556387,228.365830,228.334858,228.136664,228.870691,228.676224,228.311932,228.494090,228.088348,228.076089,228.241125,228.302240,227.915877,228.129209,228.068201,227.903599,227.930121,228.033138,228.284504,228.187562,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.470120,1.151080,0.000000,1.112136,0.000000,0.904174,0.000000,0.692563,0.787051,0.174324,0.744550,0.672657,0.743252,0.714576,0.883164,0.908305,0.943569,0.718392,0.960887,0.734230,0.646035,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,67.443886,300.000000,73.171331,300.000000,133.479652,300.000000,300.000000,244.558436,300.000000,300.000000,300.000000,284.736386,300.000000,161.854938,141.794481,126.040447,300.000000,115.772969,300.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,245.798206,1.151080,67.443886,
