0	3.174753909	-0.036651914	2.042035225	-1.507964474	1.595230936	4.117231705	0	0	0	0	0	0
0.054999828	3.174753909	-0.036651914	2.042035225	-1.507964474	1.595230936	4.117231705	0	0	0	0	0	0
0.101999998	3.174753909	-0.036651914	2.042035225	-1.507964474	1.595230936	4.117231705	0	0	0	0	0	0
0.146999836	3.174753909	-0.036651914	2.042035225	-1.507964474	1.595230936	4.117231705	0	0	0	0	0	0
0.195999861	3.174753909	-0.036651914	2.042035225	-1.507964474	1.595230936	4.117231705	0	0	0	0	0	0
0.243999958	3.174753909	-0.036651914	2.042035225	-1.507964474	1.595230936	4.117231705	0	0	0	0	0	0
0.286000013	3.174753909	-0.036651914	2.042035225	-1.507964474	1.595230936	4.117231705	0	0	0	0	0	0
0.333999872	3.174753909	-0.036651914	2.042035225	-1.507964474	1.595230936	4.117231705	0	0	0	0	0	0
0.381000042	3.174753909	-0.036651914	2.042035225	-1.507964474	1.595230936	4.117231705	0	0	0	0	0	0
0.427999973	3.174753909	-0.036651914	2.042035225	-1.507964474	1.595230936	4.117231705	0	0	0	0	0	0
0.475999832	3.174753909	-0.036651914	2.042035225	-1.507964474	1.595230936	4.117231705	0	0	0	0	0	0
0.520999908	3.174753909	-0.036651914	2.042035225	-1.507964474	1.595230936	4.117231705	0	0	0	0	0	0
0.566999912	3.174753909	-0.036651914	2.042035225	-1.507964474	1.595230936	4.117231705	0	0	0	0	0	0
0.612999916	3.174753909	-0.036651914	2.042035225	-1.507964474	1.595230936	4.117231705	0	0	0	0	0	0
0.661000013	3.174753909	-0.036651914	2.042035225	-1.507964474	1.595230936	4.117231705	0	0	0	0	0	0
0.707000017	3.174753909	-0.036651914	2.042035225	-1.507964474	1.595230936	4.117231705	0	0	0	0	0	0
0.761999846	3.174753909	-0.036651914	2.042035225	-1.507964474	1.595230936	4.117231705	0	0	0	0	0	0
0.815999985	3.174753909	-0.036651914	2.042035225	-1.507964474	1.595230936	4.117231705	0	0	0	0	0	0
0.862999916	3.174753909	-0.036651914	2.042035225	-1.507964474	1.595230936	4.117231705	0	0	0	0	0	0
