0.000000	-4.635235	-1.563200	-1.038184	-1.977947	1.536424	0.093710	0.760066	0.070958	-0.043913	-0.073875	-0.094610	0.754590
0.089616	-4.579118	-1.558265	-1.041244	-1.983168	1.529846	0.146543	0.764807	0.070961	-0.043342	-0.074938	-0.095092	0.762315
0.191221	-4.510333	-1.551985	-1.045151	-1.989884	1.521334	0.214703	0.768306	0.072052	-0.044133	-0.075548	-0.095630	0.764903
0.297471	-4.430501	-1.544458	-1.049695	-1.997662	1.511482	0.294085	0.774632	0.071416	-0.043985	-0.075683	-0.095835	0.767502
0.399047	-4.349400	-1.536962	-1.054366	-2.005611	1.501516	0.374717	0.781155	0.072870	-0.043837	-0.075055	-0.095746	0.771618
0.487661	-4.273430	-1.529881	-1.058650	-2.012925	1.492094	0.450236	0.785838	0.072186	-0.044916	-0.076421	-0.096501	0.777515
0.556928	-4.215246	-1.524503	-1.061914	-2.018674	1.484909	0.508126	0.788830	0.073495	-0.045715	-0.078051	-0.098772	0.786129
0.603812	-4.168966	-1.520218	-1.064566	-2.023125	1.479218	0.554153	0.791659	0.073280	-0.045575	-0.077048	-0.098478	0.789248
0.637145	-4.139452	-1.517459	-1.066288	-2.026018	1.475568	0.583474	0.575796	0.050866	-0.031490	-0.054624	-0.069689	0.554986
0.670479	-4.126874	-1.516232	-1.067002	-2.027267	1.474000	0.596012	0.202274	0.018172	-0.011033	-0.018844	-0.024949	0.195951
0.703812	-4.123696	-1.515926	-1.067198	-2.027588	1.473592	0.599211	0.026498	0.003643	-0.001511	-0.002507	-0.003354	0.025528
0.737145	-4.123363	-1.515864	-1.067679	-2.027373	1.473544	0.599547	0.000471	0.011117	-0.066582	0.056160	-0.000368	0.000749
0.770479	-4.123355	-1.514891	-1.073372	-2.022733	1.473542	0.599552	0.000235	0.055882	-0.309981	0.259956	0.000252	0.000588
0.803812	-4.123355	-1.512200	-1.088065	-2.009952	1.473542	0.599552	0.000261	0.127873	-0.710512	0.585093	0.000387	0.000587
0.837145	-4.123355	-1.506412	-1.120023	-1.984207	1.473542	0.599552	0.000258	0.219419	-1.207603	0.992789	0.000387	0.000587
